County,County,County,County,County,County,County,County,County,County,County,County,County,County,County,County,County
Snohomish,Snohomish,WA,98290,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,44,193700888,PUGET SOUND ENERGY INC,53061052301,-122.091505,47.915555
Kitsap,Bremerton,WA,98310,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,23,183191746,PUGET SOUND ENERGY INC,53035080101,-122.611365,47.575195
Clark,Vancouver,WA,98685,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,18,208774457,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040910,-122.70302,45.703706
King,Seattle,WA,98125,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,46,230222835,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000700,-122.296385,47.71558
King,Renton,WA,98058,2016,CHEVROLET,SPARK,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,82,0,11,3583744,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031908,-122.1298876,47.4451257
Stevens,Nine Mile Falls,WA,99026,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,7,156563697,NO KNOWN ELECTRIC UTILITY SERVICE,53065951402,-117.5967686,47.8204962
King,Bellevue,WA,98006,2023,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,229886639,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901,-122.16937,47.571015
Snohomish,Bothell,WA,98012,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,1,197473048,PUGET SOUND ENERGY INC,53061052009,-122.1873,47.820245
King,Seattle,WA,98115,2014,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,69900,43,144914192,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004301,-122.3185,47.67949
Cowlitz,Longview,WA,98632,2022,KIA,NIRO,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,26,0,19,207383879,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015000501,-122.943095,46.136035
Snohomish,Marysville,WA,98271,2015,BMW,I3,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,72,0,39,474051889,PUGET SOUND ENERGY INC,53061052803,-122.1713847,48.10433
King,Issaquah,WA,98027,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,5,475994060,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025006,-122.03644,47.53374
King,Kirkland,WA,98034,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,1,219314959,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300,-122.209285,47.71124
King,Bellevue,WA,98006,2017,TESLA,MODEL X,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,200,0,41,132161060,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901,-122.16937,47.571015
King,Renton,WA,98055,2017,BMW,330E,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,14,44100,11,272232831,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025805,-122.197,47.43876
King,Lake Forest Park,WA,98155,2014,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,69900,46,8888988,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021300,-122.3175,47.7578146
King,Tukwila,WA,98188,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,11,236384942,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200,-122.29179,47.43473
King,Redmond,WA,98052,2019,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,150,0,45,6227847,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321,-122.12302,47.67668
King,Kent,WA,98030,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,47,218977216,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029504,-122.199755,47.37483
Clark,Vancouver,WA,98682,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,32,0,17,232954165,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040713,-122.5146473,45.67862
King,Redmond,WA,98052,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,238,0,48,474276001,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022803,-122.12302,47.67668
Snohomish,Marysville,WA,98270,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,44,183317795,PUGET SOUND ENERGY INC,53061052711,-122.17673,48.05542
Snohomish,Bothell,WA,98012,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,1,244660923,PUGET SOUND ENERGY INC,53061051921,-122.1873,47.820245
Garfield,Pomeroy,WA,99347,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,42,0,9,161341925,PACIFICORP,53023970300,-117.59798,46.473265
Yakima,Selah,WA,98942,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,15,224604159,PACIFICORP,53077003200,-120.54188,46.654175
King,Shoreline,WA,98155,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,32,474209228,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020401,-122.3175,47.7578146
King,Bothell,WA,98011,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,1,224259416,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021804,-122.20578,47.762405
Thurston,Olympia,WA,98513,2017,BMW,330E,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,14,44100,2,333176518,PUGET SOUND ENERGY INC,53067012331,-122.817545,46.98876
King,Seattle,WA,98117,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,36,219903596,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001500,-122.37276,47.689685
Thurston,Lacey,WA,98503,2022,VOLVO,XC40,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,22,205617947,PUGET SOUND ENERGY INC,53067011421,-122.8285,47.03646
King,Maple Valley,WA,98038,2023,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,5,230872379,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032011,-122.05191,47.357985
King,Bellevue,WA,98005,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,48,238035626,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023701,-122.16085,47.624515
King,Federal Way,WA,98023,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,30,208285206,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030101,-122.36363,47.30675
King,Kirkland,WA,98033,2023,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,48,219963124,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022703,-122.20264,47.6785
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,21,0,11,236276659,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200,-122.29179,47.43473
King,Kirkland,WA,98033,2022,RIVIAN,R1T,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,48,199458143,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022701,-122.20264,47.6785
King,Bellevue,WA,98005,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,228246952,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023604,-122.16085,47.624515
King,Shoreline,WA,98133,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,32,193678096,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020600,-122.34584,47.76726
Snohomish,Bothell,WA,98021,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,1,277831165,PUGET SOUND ENERGY INC,53061051937,-122.179458,47.802589
King,Beaux Arts,WA,98004,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,219076763,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901,-122.201905,47.61385
King,Seattle,WA,98103,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,43,227498386,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003500,-122.34301,47.659185
Clark,Vancouver,WA,98686,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,17,196226852,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040812,-122.6483953,45.7010427
King,Auburn,WA,98001,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,238,0,30,134903380,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030801,-122.2849393,47.3384055
King,Seattle,WA,98102,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,6,0,43,236610832,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007502,-122.322345,47.63983
Kitsap,Bainbridge Island,WA,98110,2023,VOLVO,XC60,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,35,0,23,230278597,PUGET SOUND ENERGY INC,53035090902,-122.5235781,47.6293323
King,Sammamish,WA,98075,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,17,52900,41,202160402,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032218,-122.03309,47.58153
Pierce,Puyallup,WA,98375,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,21,0,2,233427204,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053073126,-122.3085456,47.1042426
King,Bothell,WA,98011,2023,RIVIAN,R1S,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,1,236544570,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022001,-122.20578,47.762405
King,Bellevue,WA,98005,2023,TESLA,MODEL S,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,228773758,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023500,-122.16085,47.624515
King,Seattle,WA,98146,2018,SMART,EQ FORTWO,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,58,0,34,475631488,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033012100,-122.355145,47.505655
King,Seattle,WA,98102,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,53,0,43,294876494,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006600,-122.322345,47.63983
Snohomish,Bothell,WA,98021,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,1,138124031,PUGET SOUND ENERGY INC,53061051937,-122.179458,47.802589
King,Kirkland,WA,98034,2018,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,249,0,1,219561982,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022204,-122.209285,47.71124
Clark,Vancouver,WA,98662,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,17,229725891,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040709,-122.5918493,45.6617058
King,Seattle,WA,98106,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,34,229650872,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010800,-122.356145,47.52104
King,Seattle,WA,98177,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,36,166485315,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400,-122.382425,47.77279
King,Auburn,WA,98001,2018,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,16,0,30,294962363,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030404,-122.2849393,47.3384055
King,Seattle,WA,98144,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,37,132245858,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009500,-122.30823,47.581975
Snohomish,Bothell,WA,98012,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,1,221330140,PUGET SOUND ENERGY INC,53061052107,-122.1873,47.820245
Pierce,Tacoma,WA,98422,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,27,148704881,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053940011,-122.38578,47.28971
Snohomish,Lynnwood,WA,98087,2014,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,69900,21,322329500,PUGET SOUND ENERGY INC,53061041816,-122.2559465,47.8656788
King,Seattle,WA,98106,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,34,208445779,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011300,-122.356145,47.52104
King,Seattle,WA,98112,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,43,220290640,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007600,-122.30764,47.62523
Clark,Vancouver,WA,98685,2022,AUDI,E-TRON,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,18,195216570,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040909,-122.70302,45.703706
King,Seattle,WA,98116,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,34,223998036,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009701,-122.38816,47.56567
King,Redmond,WA,98053,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,219130803,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032332,-122.0222,47.69557
Chelan,Leavenworth,WA,98826,2017,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,210,0,12,349415314,PUD NO 1 OF CHELAN COUNTY,53007960203,-120.6619153,47.5970083
King,Auburn,WA,98001,2023,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,47,230270071,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029902,-122.2849393,47.3384055
King,Redmond,WA,98052,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,19,0,48,192562121,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032325,-122.12302,47.67668
Mason,Belfair,WA,98528,2020,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,337,0,35,181430532,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,53045960302,-122.8551647,47.4495785
Snohomish,Everett,WA,98201,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,38,0,38,2988702,PUGET SOUND ENERGY INC,53061040500,-122.20722,47.979935
Pierce,Tacoma,WA,98407,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,19,0,27,112091794,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060904,-122.5113356,47.2923828
Clark,Battle Ground,WA,98604,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,53,0,18,148047721,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040407,-122.53218,45.77945
King,Renton,WA,98178,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,37,192439838,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026101,-122.234385,47.494545
King,Sammamish,WA,98074,2020,TESLA,MODEL Y,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,291,0,45,113565280,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032225,-122.0313266,47.6285782
King,Seattle,WA,98125,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,46,236384088,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000800,-122.296385,47.71558
King,Seattle,WA,98122,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,19,0,37,289123642,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800,-122.30839,47.610365
Whatcom,Bellingham,WA,98226,2015,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,40,180139256,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000804,-122.454025,48.76809
King,Sammamish,WA,98075,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,156707246,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032213,-122.03309,47.58153
Snohomish,Everett,WA,98201,2023,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,38,228802255,PUGET SOUND ENERGY INC,53061040700,-122.20722,47.979935
King,Seattle,WA,98118,2022,TESLA,MODEL X,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,37,208267636,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033010200,-122.28339,47.549285
King,Tukwila,WA,98168,2015,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,11,182924423,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026200,-122.28646,47.47613
Skagit,Anacortes,WA,98221,2017,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,40,348682190,PUGET SOUND ENERGY INC,53057940301,-122.615305,48.501275
King,Redmond,WA,98052,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,45,475820467,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321,-122.12302,47.67668
Pierce,Anderson Island,WA,98303,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,6,0,28,242401932,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072603,-122.68607,47.158295
King,Redmond,WA,98052,2013,TOYOTA,RAV4,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,103,0,45,133479643,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022605,-122.12302,47.67668
King,Redmond,WA,98052,2014,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,45,134810595,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323,-122.12302,47.67668
King,Burien,WA,98166,2022,KIA,EV6,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,34,213506352,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027901,-122.34102,47.46593
Clark,Brush Prairie,WA,98606,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,25,0,18,475833914,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040505,-122.550765,45.73365
Clark,Vancouver,WA,98685,2020,TESLA,MODEL Y,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,291,0,18,228152214,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040910,-122.70302,45.703706
King,Seattle,WA,98136,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,38,0,34,224566702,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010602,-122.388675,47.5415
King,Bothell,WA,98011,2022,AUDI,E-TRON,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,1,187069130,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021702,-122.20578,47.762405
